,centroid,shape_id,cx,cy,id
295,POINT (4924028.897612504 3929699.703789512),13.0,4924028.897612504,3929699.703789512,neg295
296,POINT (4924043.467915581 3927606.541278918),13.0,4924043.467915581,3927606.541278918,neg296
297,POINT (4923282.055301443 3930957.66994876),13.0,4923282.055301443,3930957.66994876,neg297
298,POINT (4925032.532676572 3927243.7658955324),13.0,4925032.532676572,3927243.7658955324,neg298
299,POINT (4926388.477754965 3927846.387691889),13.0,4926388.477754965,3927846.387691889,neg299
300,POINT (4924622.990708288 3763340.5097454293),14.0,4924622.990708288,3763340.5097454293,neg300
301,POINT (4927433.760627716 3761241.1974015664),14.0,4927433.760627716,3761241.1974015664,neg301
302,POINT (4926121.306530569 3760598.573875705),14.0,4926121.306530569,3760598.573875705,neg302
303,POINT (4927835.232279625 3758923.3207708853),14.0,4927835.232279625,3758923.3207708853,neg303
304,POINT (4926947.111249591 3762340.5386242564),14.0,4926947.111249591,3762340.5386242564,neg304
305,POINT (4926818.8513258835 3761821.3693986204),14.0,4926818.8513258835,3761821.3693986204,neg305
306,POINT (4926315.31897747 3761382.493875866),14.0,4926315.31897747,3761382.493875866,neg306
307,POINT (4927228.011674169 3761731.02516709),14.0,4927228.011674169,3761731.02516709,neg307
308,POINT (4929560.158407906 3761408.225263155),14.0,4929560.158407906,3761408.225263155,neg308
309,POINT (4928659.0486782715 3761028.434363532),14.0,4928659.0486782715,3761028.434363532,neg309
310,POINT (4925022.758512577 3762840.109953839),14.0,4925022.758512577,3762840.109953839,neg310
311,POINT (4925996.205216855 3761238.6740398137),14.0,4925996.205216855,3761238.6740398137,neg311
312,POINT (4926562.047696649 3762571.595023195),14.0,4926562.047696649,3762571.595023195,neg312
313,POINT (4926818.044537981 3760411.154489872),14.0,4926818.044537981,3760411.154489872,neg313
314,POINT (4927729.946026167 3763157.633151245),14.0,4927729.946026167,3763157.633151245,neg314
315,POINT (4929790.024947717 3761134.8719635233),14.0,4929790.024947717,3761134.8719635233,neg315
316,POINT (4925755.064778604 3761438.405990756),14.0,4925755.064778604,3761438.405990756,neg316
317,POINT (4928903.9855714785 3762621.2229635003),14.0,4928903.9855714785,3762621.2229635003,neg317
318,POINT (4927277.471371777 3760504.4569745497),14.0,4927277.471371777,3760504.4569745497,neg318
319,POINT (4926918.031053815 3763455.795837642),14.0,4926918.031053815,3763455.795837642,neg319
320,POINT (4928593.314531639 3762092.9963022824),14.0,4928593.314531639,3762092.9963022824,neg320
321,POINT (4924216.228727007 3763876.5226066587),14.0,4924216.228727007,3763876.5226066587,neg321
322,POINT (4929509.276742269 3761687.9359434266),14.0,4929509.276742269,3761687.9359434266,neg322
323,POINT (4926741.494573307 3759691.590008458),14.0,4926741.494573307,3759691.590008458,neg323
324,POINT (4927490.005439751 3761440.344785206),14.0,4927490.005439751,3761440.344785206,neg324
325,POINT (4927511.317533514 3760358.564538885),14.0,4927511.317533514,3760358.564538885,neg325
326,POINT (4927581.89857689 3759502.14824379),14.0,4927581.89857689,3759502.14824379,neg326
327,POINT (4928277.781330787 3762821.9670209936),14.0,4928277.781330787,3762821.9670209936,neg327
328,POINT (4926023.345713576 3764637.2611287814),14.0,4926023.345713576,3764637.2611287814,neg328
329,POINT (4926600.815549432 3761636.6141198096),14.0,4926600.815549432,3761636.6141198096,neg329
330,POINT (4927661.280774541 3762701.3224526267),14.0,4927661.280774541,3762701.3224526267,neg330
331,POINT (4926849.032776076 3760542.2243147874),14.0,4926849.032776076,3760542.2243147874,neg331
332,POINT (4924620.659389674 3763662.690988622),14.0,4924620.659389674,3763662.690988622,neg332
333,POINT (4928893.585379896 3762654.5234980467),14.0,4928893.585379896,3762654.5234980467,neg333
334,POINT (4929126.987514009 3760335.9017095007),14.0,4929126.987514009,3760335.9017095007,neg334
335,POINT (4929574.7286217995 3761053.8089294275),14.0,4929574.7286217995,3761053.8089294275,neg335
336,POINT (4928339.630916917 3761107.0081436653),14.0,4928339.630916917,3761107.0081436653,neg336
337,POINT (4929040.256245931 3759785.2790813213),14.0,4929040.256245931,3759785.2790813213,neg337
338,POINT (4929110.67857229 3761649.480187286),14.0,4929110.67857229,3761649.480187286,neg338
339,POINT (4925002.715906216 3763851.381539093),14.0,4925002.715906216,3763851.381539093,neg339
340,POINT (4927350.515046425 3763260.385558446),14.0,4927350.515046425,3763260.385558446,neg340
341,POINT (4926959.29248654 3763700.405245699),14.0,4926959.29248654,3763700.405245699,neg341
342,POINT (4925965.281862005 3764626.9280883265),14.0,4925965.281862005,3764626.9280883265,neg342
343,POINT (4926819.261891231 3759410.370799003),14.0,4926819.261891231,3759410.370799003,neg343
344,POINT (4928026.885288809 3761027.279582645),14.0,4928026.885288809,3761027.279582645,neg344
345,POINT (4929562.947536349 3761633.571430771),14.0,4929562.947536349,3761633.571430771,neg345
346,POINT (4927698.68127815 3759381.084263396),14.0,4927698.68127815,3759381.084263396,neg346
347,POINT (4927149.376017132 3763987.882278013),14.0,4927149.376017132,3763987.882278013,neg347
348,POINT (4926106.341485413 3761897.055763067),14.0,4926106.341485413,3761897.055763067,neg348
349,POINT (4927582.237082014 3759580.8675950803),14.0,4927582.237082014,3759580.8675950803,neg349
350,POINT (5152020.849668349 3638289.722783621),15.0,5152020.849668349,3638289.722783621,neg350
351,POINT (5147389.784257057 3639256.9486029856),15.0,5147389.784257057,3639256.9486029856,neg351
352,POINT (5150331.346150453 3640315.467602207),15.0,5150331.346150453,3640315.467602207,neg352
353,POINT (5149983.743575988 3641037.801503864),15.0,5149983.743575988,3641037.801503864,neg353
354,POINT (5152334.207690672 3639072.071305695),15.0,5152334.207690672,3639072.071305695,neg354
355,POINT (5148198.676636072 3640940.674598128),15.0,5148198.676636072,3640940.674598128,neg355
356,POINT (5148791.505399461 3639017.4586865297),15.0,5148791.505399461,3639017.4586865297,neg356
357,POINT (5150473.697447522 3640828.9197533475),15.0,5150473.697447522,3640828.9197533475,neg357
358,POINT (5152187.957708833 3641064.404432318),15.0,5152187.957708833,3641064.404432318,neg358
359,POINT (5149827.678341082 3639620.7225378393),15.0,5149827.678341082,3639620.7225378393,neg359
360,POINT (5149355.866554449 3641845.675708027),15.0,5149355.866554449,3641845.675708027,neg360
361,POINT (5151417.626821349 3641640.4843611047),15.0,5151417.626821349,3641640.4843611047,neg361
362,POINT (5152633.967387385 3641194.4731404604),15.0,5152633.967387385,3641194.4731404604,neg362
363,POINT (5150674.545418563 3640359.111236286),15.0,5150674.545418563,3640359.111236286,neg363
364,POINT (5150303.872931732 3639323.4774798476),15.0,5150303.872931732,3639323.4774798476,neg364
365,POINT (5152086.514294508 3641983.5217839032),15.0,5152086.514294508,3641983.5217839032,neg365
366,POINT (5151673.145284875 3638380.4325805097),15.0,5151673.145284875,3638380.4325805097,neg366
367,POINT (5152130.775857549 3639591.8853560076),15.0,5152130.775857549,3639591.8853560076,neg367
368,POINT (5148929.731485561 3642921.2789012836),15.0,5148929.731485561,3642921.2789012836,neg368
369,POINT (5150684.201162154 3642852.251848677),15.0,5150684.201162154,3642852.251848677,neg369
370,POINT (5148824.017446732 3639676.1472573522),15.0,5148824.017446732,3639676.1472573522,neg370
371,POINT (5151737.014216436 3638307.1591145326),15.0,5151737.014216436,3638307.1591145326,neg371
372,POINT (5148741.461646841 3641302.189424232),15.0,5148741.461646841,3641302.189424232,neg372
373,POINT (5153289.711778519 3640972.4565076223),15.0,5153289.711778519,3640972.4565076223,neg373
374,POINT (5148645.009716555 3640226.217071141),15.0,5148645.009716555,3640226.217071141,neg374
375,POINT (5151046.480148092 3639040.722550693),15.0,5151046.480148092,3639040.722550693,neg375
376,POINT (5148934.60735986 3641081.544954663),15.0,5148934.60735986,3641081.544954663,neg376
377,POINT (5148807.4134415025 3640209.4183269795),15.0,5148807.4134415025,3640209.4183269795,neg377
378,POINT (5151699.553115114 3639263.370010431),15.0,5151699.553115114,3639263.370010431,neg378
379,POINT (5149824.40996462 3639646.3600017615),15.0,5149824.40996462,3639646.3600017615,neg379
380,POINT (5148639.86078063 3640056.9351862795),15.0,5148639.86078063,3640056.9351862795,neg380
381,POINT (5150447.520608189 3641065.8485569474),15.0,5150447.520608189,3641065.8485569474,neg381
382,POINT (5148931.268022798 3640547.46002816),15.0,5148931.268022798,3640547.46002816,neg382
383,POINT (5149933.411889433 3640234.8967089485),15.0,5149933.411889433,3640234.8967089485,neg383
384,POINT (5149655.328575956 3638868.020880659),15.0,5149655.328575956,3638868.020880659,neg384
385,POINT (5148780.5098308725 3638737.146812919),15.0,5148780.5098308725,3638737.146812919,neg385
386,POINT (5148465.282696887 3641003.5413623825),15.0,5148465.282696887,3641003.5413623825,neg386
387,POINT (5149426.342796941 3641768.8339786767),15.0,5149426.342796941,3641768.8339786767,neg387
388,POINT (5150116.402772487 3642854.7911878685),15.0,5150116.402772487,3642854.7911878685,neg388
389,POINT (5147599.830482383 3639877.7489431407),15.0,5147599.830482383,3639877.7489431407,neg389
390,POINT (5148462.078763597 3640479.84995194),15.0,5148462.078763597,3640479.84995194,neg390
391,POINT (5148709.669968161 3641009.7681388585),15.0,5148709.669968161,3641009.7681388585,neg391
392,POINT (5150593.339337504 3639158.0181935215),15.0,5150593.339337504,3639158.0181935215,neg392
393,POINT (5150315.246182979 3642522.0595847988),15.0,5150315.246182979,3642522.0595847988,neg393
394,POINT (5149105.421308948 3640270.5904466026),15.0,5149105.421308948,3640270.5904466026,neg394
395,POINT (5148702.796581831 3642479.0089439703),15.0,5148702.796581831,3642479.0089439703,neg395
396,POINT (5151186.897458082 3641451.965094945),15.0,5151186.897458082,3641451.965094945,neg396
397,POINT (5152672.321999168 3638852.2552224775),15.0,5152672.321999168,3638852.2552224775,neg397
398,POINT (5150864.701342791 3638098.0199765037),15.0,5150864.701342791,3638098.0199765037,neg398
399,POINT (5152445.969847088 3639395.250424093),15.0,5152445.969847088,3639395.250424093,neg399
400,POINT (4935510.111974709 3871673.4694971675),16.0,4935510.111974709,3871673.4694971675,neg400
401,POINT (4936159.615376942 3870426.285293928),16.0,4936159.615376942,3870426.285293928,neg401
402,POINT (4936376.272140003 3872419.621254463),16.0,4936376.272140003,3872419.621254463,neg402
403,POINT (4934165.411879828 3874425.8964306167),16.0,4934165.411879828,3874425.8964306167,neg403
404,POINT (4932370.209271083 3876399.909449028),16.0,4932370.209271083,3876399.909449028,neg404
405,POINT (4936595.409273423 3869200.729559713),16.0,4936595.409273423,3869200.729559713,neg405
406,POINT (4933516.012237006 3874946.6173208756),16.0,4933516.012237006,3874946.6173208756,neg406
407,POINT (4937199.617305103 3867563.101166785),16.0,4937199.617305103,3867563.101166785,neg407
408,POINT (4935775.434587352 3869379.487677475),16.0,4935775.434587352,3869379.487677475,neg408
409,POINT (4936586.47027502 3872416.1298998687),16.0,4936586.47027502,3872416.1298998687,neg409
410,POINT (4933997.259504619 3877970.4494881737),16.0,4933997.259504619,3877970.4494881737,neg410
411,POINT (4936763.554225311 3870910.419191591),16.0,4936763.554225311,3870910.419191591,neg411
412,POINT (4933993.129748414 3875172.470160481),16.0,4933993.129748414,3875172.470160481,neg412
413,POINT (4938001.613442936 3869331.4486864274),16.0,4938001.613442936,3869331.4486864274,neg413
414,POINT (4934091.552303395 3875837.856895146),16.0,4934091.552303395,3875837.856895146,neg414
415,POINT (4936485.601918794 3872229.651106419),16.0,4936485.601918794,3872229.651106419,neg415
416,POINT (4934176.026127857 3877171.198026493),16.0,4934176.026127857,3877171.198026493,neg416
417,POINT (4933038.021033889 3877107.883200641),16.0,4933038.021033889,3877107.883200641,neg417
418,POINT (4937324.461450855 3868770.5335058197),16.0,4937324.461450855,3868770.5335058197,neg418
419,POINT (4936316.477270737 3868968.552490085),16.0,4936316.477270737,3868968.552490085,neg419
420,POINT (4932939.740231765 3875579.5290281177),16.0,4932939.740231765,3875579.5290281177,neg420
421,POINT (4933373.884922333 3875179.2514952673),16.0,4933373.884922333,3875179.2514952673,neg421
422,POINT (4937208.539467891 3869883.571531157),16.0,4937208.539467891,3869883.571531157,neg422
423,POINT (4933795.464437643 3874536.9289261033),16.0,4933795.464437643,3874536.9289261033,neg423
424,POINT (4934846.873693124 3875844.0706649018),16.0,4934846.873693124,3875844.0706649018,neg424
425,POINT (4936275.167961767 3868890.1184477434),16.0,4936275.167961767,3868890.1184477434,neg425
426,POINT (4935459.974807701 3869688.0480847755),16.0,4935459.974807701,3869688.0480847755,neg426
427,POINT (4935973.845307816 3872070.205276903),16.0,4935973.845307816,3872070.205276903,neg427
428,POINT (4934498.798670927 3873775.046106734),16.0,4934498.798670927,3873775.046106734,neg428
429,POINT (4936404.193696245 3870436.9300218383),16.0,4936404.193696245,3870436.9300218383,neg429
430,POINT (4932771.489901494 3876794.0582603063),16.0,4932771.489901494,3876794.0582603063,neg430
431,POINT (4935173.827883113 3873922.04886972),16.0,4935173.827883113,3873922.04886972,neg431
432,POINT (4934869.450305888 3872793.1189009794),16.0,4934869.450305888,3872793.1189009794,neg432
433,POINT (4932299.699203942 3875733.7555788495),16.0,4932299.699203942,3875733.7555788495,neg433
434,POINT (4932601.76924058 3875986.0045755967),16.0,4932601.76924058,3875986.0045755967,neg434
435,POINT (4936770.102344061 3872592.894932441),16.0,4936770.102344061,3872592.894932441,neg435
436,POINT (4933867.434247593 3878483.8775344184),16.0,4933867.434247593,3878483.8775344184,neg436
437,POINT (4933640.887110368 3875648.2454025303),16.0,4933640.887110368,3875648.2454025303,neg437
438,POINT (4932504.69810635 3875031.89896801),16.0,4932504.69810635,3875031.89896801,neg438
439,POINT (4934721.136900683 3872506.955655602),16.0,4934721.136900683,3872506.955655602,neg439
440,POINT (4933334.826326558 3875897.0360358846),16.0,4933334.826326558,3875897.0360358846,neg440
441,POINT (4939036.842104519 3869207.057968636),16.0,4939036.842104519,3869207.057968636,neg441
442,POINT (4933049.94579479 3875296.044746586),16.0,4933049.94579479,3875296.044746586,neg442
443,POINT (4936284.459433935 3872660.1379723293),16.0,4936284.459433935,3872660.1379723293,neg443
444,POINT (4938398.137001356 3869135.82032389),16.0,4938398.137001356,3869135.82032389,neg444
445,POINT (4937444.603971958 3869357.6244428875),16.0,4937444.603971958,3869357.6244428875,neg445
446,POINT (4933358.855610909 3876101.8920635898),16.0,4933358.855610909,3876101.8920635898,neg446
447,POINT (4937592.612252549 3869354.156249034),16.0,4937592.612252549,3869354.156249034,neg447
448,POINT (4936174.481641717 3870592.1994977137),16.0,4936174.481641717,3870592.1994977137,neg448
449,POINT (4936732.339888503 3869936.256648132),16.0,4936732.339888503,3869936.256648132,neg449
450,POINT (5005828.382048124 3762556.9288909365),17.0,5005828.382048124,3762556.9288909365,neg450
451,POINT (4999905.463520162 3762736.7229455723),17.0,4999905.463520162,3762736.7229455723,neg451
452,POINT (5003205.8121197615 3762934.470677761),17.0,5003205.8121197615,3762934.470677761,neg452
453,POINT (5002972.615147473 3761703.3096337565),17.0,5002972.615147473,3761703.3096337565,neg453
454,POINT (5003729.3462043805 3763597.060700934),17.0,5003729.3462043805,3763597.060700934,neg454
455,POINT (5005510.699864344 3761567.5090286112),17.0,5005510.699864344,3761567.5090286112,neg455
456,POINT (5004126.430909718 3761809.465293102),17.0,5004126.430909718,3761809.465293102,neg456
457,POINT (5003023.255384291 3763500.58054632),17.0,5003023.255384291,3763500.58054632,neg457
458,POINT (5003134.131439231 3762187.1161375754),17.0,5003134.131439231,3762187.1161375754,neg458
459,POINT (5000629.328233406 3764339.9946301943),17.0,5000629.328233406,3764339.9946301943,neg459
460,POINT (5003219.46416999 3760837.9274529177),17.0,5003219.46416999,3760837.9274529177,neg460
461,POINT (5003311.225815138 3763048.499752192),17.0,5003311.225815138,3763048.499752192,neg461
462,POINT (5001641.010170584 3761303.4772955114),17.0,5001641.010170584,3761303.4772955114,neg462
463,POINT (5004597.403228768 3761824.5640024343),17.0,5004597.403228768,3761824.5640024343,neg463
464,POINT (5001084.36401734 3763269.383097951),17.0,5001084.36401734,3763269.383097951,neg464
465,POINT (5000093.542631309 3761991.3463738495),17.0,5000093.542631309,3761991.3463738495,neg465
466,POINT (5001404.616398492 3763119.1645824914),17.0,5001404.616398492,3763119.1645824914,neg466
467,POINT (5003683.545103794 3760580.333292482),17.0,5003683.545103794,3760580.333292482,neg467
468,POINT (5004006.831663013 3760454.7676245715),17.0,5004006.831663013,3760454.7676245715,neg468
469,POINT (5001896.446939058 3764165.0989001673),17.0,5001896.446939058,3764165.0989001673,neg469
470,POINT (5003164.827941438 3761415.6867871173),17.0,5003164.827941438,3761415.6867871173,neg470
471,POINT (5003883.954187756 3762737.5938221524),17.0,5003883.954187756,3762737.5938221524,neg471
472,POINT (5001313.278546952 3761087.2472427697),17.0,5001313.278546952,3761087.2472427697,neg472
473,POINT (5003913.339366352 3760094.842675743),17.0,5003913.339366352,3760094.842675743,neg473
474,POINT (5000634.932204948 3765137.77027284),17.0,5000634.932204948,3765137.77027284,neg474
475,POINT (5002441.4472539015 3762172.781253649),17.0,5002441.4472539015,3762172.781253649,neg475
476,POINT (5005376.020254182 3759021.1846985146),17.0,5005376.020254182,3759021.1846985146,neg476
477,POINT (5003912.287256378 3762656.715436129),17.0,5003912.287256378,3762656.715436129,neg477
478,POINT (5000244.077583812 3761795.26753502),17.0,5000244.077583812,3761795.26753502,neg478
479,POINT (5005354.777107995 3763273.3707858627),17.0,5005354.777107995,3763273.3707858627,neg479
480,POINT (5001707.6147311395 3764045.02876408),17.0,5001707.6147311395,3764045.02876408,neg480
481,POINT (5004781.221187399 3760792.947873501),17.0,5004781.221187399,3760792.947873501,neg481
482,POINT (5001793.179664585 3761466.051430547),17.0,5001793.179664585,3761466.051430547,neg482
483,POINT (5000143.1625570655 3763028.6894992106),17.0,5000143.1625570655,3763028.6894992106,neg483
484,POINT (5003943.270266917 3763125.421121169),17.0,5003943.270266917,3763125.421121169,neg484
485,POINT (5000990.09678682 3762923.4048530464),17.0,5000990.09678682,3762923.4048530464,neg485
486,POINT (5005743.132173879 3763176.8200016343),17.0,5005743.132173879,3763176.8200016343,neg486
487,POINT (5001615.054197971 3763845.949908089),17.0,5001615.054197971,3763845.949908089,neg487
488,POINT (5003452.87013991 3762043.8353351424),17.0,5003452.87013991,3762043.8353351424,neg488
489,POINT (5002783.2638934 3760796.0876255324),17.0,5002783.2638934,3760796.0876255324,neg489
490,POINT (5001941.497259675 3763957.311271471),17.0,5001941.497259675,3763957.311271471,neg490
491,POINT (5002652.3295309385 3762497.7920127935),17.0,5002652.3295309385,3762497.7920127935,neg491
492,POINT (5004603.957140253 3760923.3323822445),17.0,5004603.957140253,3760923.3323822445,neg492
493,POINT (5002571.662344108 3761869.721733917),17.0,5002571.662344108,3761869.721733917,neg493
494,POINT (5003931.128723894 3761609.123580238),17.0,5003931.128723894,3761609.123580238,neg494
495,POINT (5002121.421160156 3763292.1494824123),17.0,5002121.421160156,3763292.1494824123,neg495
496,POINT (5002362.444281636 3763859.9998323913),17.0,5002362.444281636,3763859.9998323913,neg496
497,POINT (5004810.825254088 3761448.2746066526),17.0,5004810.825254088,3761448.2746066526,neg497
498,POINT (5005524.676218579 3763447.6800708333),17.0,5005524.676218579,3763447.6800708333,neg498
499,POINT (5000337.980926327 3764487.815012268),17.0,5000337.980926327,3764487.815012268,neg499
500,POINT (4943481.250677738 3822928.352015582),18.0,4943481.250677738,3822928.352015582,neg500
501,POINT (4946573.81538486 3823509.361126948),18.0,4946573.81538486,3823509.361126948,neg501
502,POINT (4945281.975594492 3822530.2101565492),18.0,4945281.975594492,3822530.2101565492,neg502
503,POINT (4943625.204091191 3823094.153051855),18.0,4943625.204091191,3823094.153051855,neg503
504,POINT (4942372.636556995 3825226.6718982365),18.0,4942372.636556995,3825226.6718982365,neg504
505,POINT (4944568.785478223 3826037.9992498006),18.0,4944568.785478223,3826037.9992498006,neg505
506,POINT (4942617.765704656 3823966.1936869416),18.0,4942617.765704656,3823966.1936869416,neg506
507,POINT (4945992.154726164 3825909.977132774),18.0,4945992.154726164,3825909.977132774,neg507
508,POINT (4943113.407767217 3821764.200203892),18.0,4943113.407767217,3821764.200203892,neg508
509,POINT (4942843.539391536 3825723.5445738244),18.0,4942843.539391536,3825723.5445738244,neg509
510,POINT (4943591.939700454 3822454.061374303),18.0,4943591.939700454,3822454.061374303,neg510
511,POINT (4941925.911723649 3821794.727126219),18.0,4941925.911723649,3821794.727126219,neg511
512,POINT (4945370.013711051 3826895.138470038),18.0,4945370.013711051,3826895.138470038,neg512
513,POINT (4945728.612246254 3824761.204884994),18.0,4945728.612246254,3824761.204884994,neg513
514,POINT (4945816.072635285 3823432.405534636),18.0,4945816.072635285,3823432.405534636,neg514
515,POINT (4944320.782208657 3823642.4937177156),18.0,4944320.782208657,3823642.4937177156,neg515
516,POINT (4942814.102233956 3827593.1763718408),18.0,4942814.102233956,3827593.1763718408,neg516
517,POINT (4945496.619389168 3824028.058624705),18.0,4945496.619389168,3824028.058624705,neg517
518,POINT (4944097.166045424 3821322.0877434993),18.0,4944097.166045424,3821322.0877434993,neg518
519,POINT (4946184.389614759 3822158.9958852394),18.0,4946184.389614759,3822158.9958852394,neg519
520,POINT (4942601.555991389 3823047.6723412895),18.0,4942601.555991389,3823047.6723412895,neg520
521,POINT (4945804.167176175 3823157.9344426845),18.0,4945804.167176175,3823157.9344426845,neg521
522,POINT (4942498.457666772 3823677.147442328),18.0,4942498.457666772,3823677.147442328,neg522
523,POINT (4941853.600686051 3821662.6938376077),18.0,4941853.600686051,3821662.6938376077,neg523
524,POINT (4944550.2905638525 3821482.1660275934),18.0,4944550.2905638525,3821482.1660275934,neg524
525,POINT (4946286.219596132 3825104.318069366),18.0,4946286.219596132,3825104.318069366,neg525
526,POINT (4945839.643913882 3825482.6920647807),18.0,4945839.643913882,3825482.6920647807,neg526
527,POINT (4942201.214753733 3826841.030201451),18.0,4942201.214753733,3826841.030201451,neg527
528,POINT (4945641.62893499 3823352.886143501),18.0,4945641.62893499,3823352.886143501,neg528
529,POINT (4942896.604170565 3822481.9570550094),18.0,4942896.604170565,3822481.9570550094,neg529
530,POINT (4942408.456223713 3825992.093275699),18.0,4942408.456223713,3825992.093275699,neg530
531,POINT (4945989.7709202655 3824241.4125322998),18.0,4945989.7709202655,3824241.4125322998,neg531
532,POINT (4946666.862028235 3823196.0543108885),18.0,4946666.862028235,3823196.0543108885,neg532
533,POINT (4943898.896303809 3825373.453439047),18.0,4943898.896303809,3825373.453439047,neg533
534,POINT (4944274.3338172585 3825333.3195664007),18.0,4944274.3338172585,3825333.3195664007,neg534
535,POINT (4943450.852981374 3823438.6906751287),18.0,4943450.852981374,3823438.6906751287,neg535
536,POINT (4944889.021260381 3823589.5116242194),18.0,4944889.021260381,3823589.5116242194,neg536
537,POINT (4942139.41952682 3824337.7197740646),18.0,4942139.41952682,3824337.7197740646,neg537
538,POINT (4943117.668052323 3825343.22052003),18.0,4943117.668052323,3825343.22052003,neg538
539,POINT (4945058.560024633 3821878.0072556995),18.0,4945058.560024633,3821878.0072556995,neg539
540,POINT (4942442.050015999 3825167.534444933),18.0,4942442.050015999,3825167.534444933,neg540
541,POINT (4943855.554858364 3821875.373686914),18.0,4943855.554858364,3821875.373686914,neg541
542,POINT (4941919.289563803 3823303.9379246524),18.0,4941919.289563803,3823303.9379246524,neg542
543,POINT (4946067.737964348 3825779.179562026),18.0,4946067.737964348,3825779.179562026,neg543
544,POINT (4943976.269181034 3826303.1590025537),18.0,4943976.269181034,3826303.1590025537,neg544
545,POINT (4943662.175483998 3824063.047285489),18.0,4943662.175483998,3824063.047285489,neg545
546,POINT (4943453.261788394 3824221.2110839845),18.0,4943453.261788394,3824221.2110839845,neg546
547,POINT (4945024.367901864 3826196.97638726),18.0,4945024.367901864,3826196.97638726,neg547
548,POINT (4942294.987970438 3826741.555300417),18.0,4942294.987970438,3826741.555300417,neg548
549,POINT (4942028.976070205 3823861.7181612416),18.0,4942028.976070205,3823861.7181612416,neg549
550,POINT (5180087.00111994 3793241.409548671),19.0,5180087.00111994,3793241.409548671,neg550
551,POINT (5184306.755511507 3794943.710951046),19.0,5184306.755511507,3794943.710951046,neg551
552,POINT (5181053.34687353 3796615.157097544),19.0,5181053.34687353,3796615.157097544,neg552
553,POINT (5182234.955967475 3795698.4477742915),19.0,5182234.955967475,3795698.4477742915,neg553
554,POINT (5182365.069574928 3796867.391586942),19.0,5182365.069574928,3796867.391586942,neg554
555,POINT (5185770.878050046 3795526.5209027715),19.0,5185770.878050046,3795526.5209027715,neg555
556,POINT (5182177.527070045 3796224.669806668),19.0,5182177.527070045,3796224.669806668,neg556
557,POINT (5181338.389317509 3795364.60375985),19.0,5181338.389317509,3795364.60375985,neg557
558,POINT (5182433.7169919275 3793004.805557742),19.0,5182433.7169919275,3793004.805557742,neg558
559,POINT (5179392.584994224 3793298.749590884),19.0,5179392.584994224,3793298.749590884,neg559
560,POINT (5183343.238655466 3796838.6886994145),19.0,5183343.238655466,3796838.6886994145,neg560
561,POINT (5185513.83860018 3794661.9336349806),19.0,5185513.83860018,3794661.9336349806,neg561
562,POINT (5178994.438709852 3794070.9787022225),19.0,5178994.438709852,3794070.9787022225,neg562
563,POINT (5179975.913379133 3796694.3376103262),19.0,5179975.913379133,3796694.3376103262,neg563
564,POINT (5184601.333231471 3793691.3917823816),19.0,5184601.333231471,3793691.3917823816,neg564
565,POINT (5181646.3911199 3793793.724255185),19.0,5181646.3911199,3793793.724255185,neg565
566,POINT (5183739.971343644 3793177.3252800005),19.0,5183739.971343644,3793177.3252800005,neg566
567,POINT (5182092.0966010345 3792499.886458451),19.0,5182092.0966010345,3792499.886458451,neg567
568,POINT (5181731.207266791 3792748.66076468),19.0,5181731.207266791,3792748.66076468,neg568
569,POINT (5183560.736082153 3792330.102583923),19.0,5183560.736082153,3792330.102583923,neg569
570,POINT (5183582.475618966 3792512.6996470923),19.0,5183582.475618966,3792512.6996470923,neg570
571,POINT (5184715.046193176 3794930.2674134998),19.0,5184715.046193176,3794930.2674134998,neg571
572,POINT (5185974.0043676905 3795687.902084185),19.0,5185974.0043676905,3795687.902084185,neg572
573,POINT (5182771.5236612 3793087.6248183968),19.0,5182771.5236612,3793087.6248183968,neg573
574,POINT (5180562.613167382 3797237.988726116),19.0,5180562.613167382,3797237.988726116,neg574
575,POINT (5184444.284864817 3796979.0255898517),19.0,5184444.284864817,3796979.0255898517,neg575
576,POINT (5179855.395216979 3794546.9965560944),19.0,5179855.395216979,3794546.9965560944,neg576
577,POINT (5180765.507305622 3796040.2014359343),19.0,5180765.507305622,3796040.2014359343,neg577
578,POINT (5182327.466978485 3796729.839703553),19.0,5182327.466978485,3796729.839703553,neg578
579,POINT (5180936.340472355 3796508.7972513693),19.0,5180936.340472355,3796508.7972513693,neg579
580,POINT (5181684.605040693 3792076.8266379023),19.0,5181684.605040693,3792076.8266379023,neg580
581,POINT (5184622.744301397 3797432.8481946494),19.0,5184622.744301397,3797432.8481946494,neg581
582,POINT (5181197.38787686 3794118.747256975),19.0,5181197.38787686,3794118.747256975,neg582
583,POINT (5183912.991818191 3796159.6915888614),19.0,5183912.991818191,3796159.6915888614,neg583
584,POINT (5184328.813686134 3795560.355847606),19.0,5184328.813686134,3795560.355847606,neg584
585,POINT (5182605.24158904 3795892.372072239),19.0,5182605.24158904,3795892.372072239,neg585
586,POINT (5182565.085587165 3796488.5330784875),19.0,5182565.085587165,3796488.5330784875,neg586
587,POINT (5181991.57877973 3793007.647732082),19.0,5181991.57877973,3793007.647732082,neg587
588,POINT (5182595.766941615 3797396.9999580774),19.0,5182595.766941615,3797396.9999580774,neg588
589,POINT (5184859.275495322 3792973.018945283),19.0,5184859.275495322,3792973.018945283,neg589
590,POINT (5180052.379741584 3796202.385478639),19.0,5180052.379741584,3796202.385478639,neg590
