,id,entry_id,cx,cy,filter,remarks,area
1937,17565,UC.131,5069640.554387703,3705196.999882606,False,"Unclear site location. Bare earth. ; Adams description: Part of Banaat al-Hassan. 4.2 m ht. Jemdet Nasr possible but uncertain. Early Dynastic I-Old Babylonian, but primarily Ur III-Larsa. Numerous baked bricks with Amarsuena stamps. Widespread Parthian",0.483
1938,17566,UC.350,5081393.061725381,3669317.4749136013,True,Dirt road crosses site; Adams description: See figure 11. Both mounds 0.4 m ht. Late Uruk.,0.843
1939,17567,UC.132,5070863.265206599,3705595.4438094785,False,Unclear site location. Bare earth/dunes.; Adams description: 160 diam. x 0.2. Jemdet Nasr.,1.238
1940,17568,UC.187,5097895.411457293,3713740.531306604,False,Unlocated; eaten by canal?; Adams description: 110 NW X 50 X 0.2. Late Uruk.,0.35
1941,17569,UC.134,5070286.675134787,3703939.7500770823,False,"Probable mound, but extent unclear. Sand dunes and soil disturbance near point; Adams description: Part of Banaat al-Hassan. Scattered mounds extending 1,200 m northwest, rising up to 4.4 m ht. Parthian-Sassanian; Recent.",0.483
1942,17570,UC.135,5070533.415228412,3702656.356479346,False,Probable mound. but extent unclear. ; Adams description: 240 diam. X 2.6. Achaemenian-Parthian.,2.789
1943,17574,UC.139,5071494.375408195,3700586.35489907,False,Unclear site location. Bare earth. ; Adams description: 180 (3400) X 150 X 1. Late Uruk-Jemdet Nasr probable. Akkadian-Larsa. Old Babylonian very limited.,1.71
1944,17575,UC.140,5071690.158546373,3700245.3373276433,False,Unclear site location. Bare earth. ; Adams description: 120 (3400) X 70 X 1. Ur III-Larsa.,0.524
1945,17576,UC.141,5072181.849976468,3699813.1915750327,False,"Site limits unclear; Adams description: 250 (0600) X 180 X 0.9, divided into two segments by old canal bed. Sassanian.",1.92
1946,17577,UC.142,5073569.113792089,3703723.2142419736,False,Unclear site location. Bare earth. ; Adams description: Low hummocks of sparse debris within an area 120 m diam. Larsa-Cassite.,0.696
1947,17578,UC.143,5073877.0222125845,3703136.148921965,False,"Probable site, but extent is unclear ; Adams description: 180 (2900) X 150 x 4.2. Neo-Babylonian-Achaemenian.",1.498
1948,17579,UC.149,5082012.599056833,3705779.91782759,False,"Unclear site location. Bare earth. ; Adams description: 140 E x 80 x 0.7. Cassite-Neo-Babylonian, a limited Sassanian reoccupation.",0.542
1949,17580,UC.144,5073972.101349659,3702739.482935674,False,"Unclear site location. Bare earth. ; Adams description: 250 NE X 80 X 0.7. Very thick, extensive shell deposits cover the plain southeast of mound. Late
 Uruk, Jemdet Nasr limited to southwest quadrant of site.",1.104
1950,17581,UC.145,5075558.103391327,3700483.6333640334,False,Unclear site location. Bare earth. ; Adams description: 150 NE x 110 x 0.8. Cassite-Achaemenian.,0.927
1951,17582,UC.146,5075726.759180363,3704907.850767527,False,"Probable site, but extent is unclear and sand dunes are present. ; Adams description: Main settlement a continuous ridge 550 NE x 150 X 3.8. Large, low, irregular outliers 400 m east and northeast. Other low, irregular areas of debris trail off at 2500.",4.299
1952,17583,UC.147,5078678.260946072,3705220.0642655245,False,"Unclear site location. Bare earth. ; Adams description: Low hummocks, sparse debris within an area 120 m diam. Parthian.",0.696
1953,17584,UC.148,5080244.228073987,3705667.461503402,False,"Possible site but extent is unclear. ; Adams description: Ishan al-Jerin. Large east mound rises to 3.2 at north end, northwest mound to 1.9 m, others lower. Northwest mound Cassite-Achaemenian, east mound Achaemenian-Parthian, others only Parthian.",0.483
1954,17585,UC.150,5083670.035098642,3706113.797249677,False,"Unclear site location. Bare earth, point on old canal.; Adams description: 180 diam. X 0.6. Surface debris mainly Cassite-Achaemenian; Parthian rare. Same dating applies to a mound 200 diam. x 0.5 that is 700 m away at 240°.",1.567
1955,17586,UC.151,5084757.280456892,3705464.6502005993,False,Unclear site location. Bare earth. ; Adams description: 60 diam. x 0.2. Mainly Cassite-Achaemenian; limited Parthian occupation.,0.174
1956,17587,UC.152,5085167.389615439,3706416.8033086304,False,"Unclear site location. Bare earth. Possible site north of point but extent is obscured. ; Adams description: 300 (0250) x 220 x 0.7. Late Uruk, Cassite.",3.196
1957,17588,UC.153,5086983.133228223,3706805.351035835,False,"Unclear site location. Bare earth.; Adams description: 140 diam. X 0.2. Late Uruk-Jemdet Nasr, limited Achaemenian-Parthian.",0.947
1958,17589,UC.158,5086934.264384521,3701861.7901187087,False,"Unclear site location. Bare earth with mild soil disturbance. ; Adams description: 250 diam. X 0.8. 250 m north is a contemporary settlement, 150 m diam. Achaemenian, limited Parthian.",3.027
1959,17590,UC.154,5088620.696629247,3707125.7643405744,False,"Unclear site location. Large sand dunes. ; Adams description: 300 NE X 180 X 0.6. 700 m away at 2000 is a contemporary, smaller site, 160 (0200) X 90 X 0.4.
 Parthian.",2.77
1960,17591,UC.155,5083113.638082411,3703380.294548863,False,"Unclear site location. Large sand dunes. ; Adams description: 350 (3000) X 140 X 0.2, with sparse clusters of debris suggesting that settlement may not have been dense or continuous within this area. Jemdet Nasr, mainly Achaemenian-Parthian.",2.373
1961,17592,UC.156,5081623.062303348,3701539.038132866,False,"Unclear site location. Bare earth. Possible shallow mound directly north of point.; Adams description: A curious outer ring of sherds, nowhere in excess of 0.4 m ht. Plain surface in center contains only very sparse debris. Rare clay sickles may imply an",0.483
1962,17593,UC.157,5083124.819777346,3701455.920206197,False,Unclear site location. Bare earth. ; Adams description: Present surface debris may have been thrown up secondarily on later canal banks. Larsa-Cassite.,0.483
1963,17594,UC.159,5086706.4566344,3701268.426202555,False,"Unclear site location. Bare earth, old canals nearby.; Adams description: A thin band of debris at least 250 m long (350°) and 20 m wide, rising in occasional hummocks to 0.7 m ht. A circular area of debris lies just east of its center, 120 m in diam. Sa",0.242
1964,17595,UC.160,5085757.9722947385,3700967.1975034405,False,"Unclear site location. Bare earth. ; Adams description: Irregularly spaced hummocks of sparse debris forming an area roughly 90 m in diameter. Ubaid IV, probable Early Uruk, and Late Uruk are present on west half of site. To east, on opposite bank of pos",0.392
1965,17596,UC.161,5086909.216489567,3698716.650489557,False,Unclear site location. Bare earth. ; Adams description: 250 diam. x 0.3. Debris sparse. A few sherds suggest an Uruk or Jemdet Nasr occupation nearby. Primarily Cassite-Achaemenian.,3.029
1966,17597,UC.162,5089924.136250153,3699782.3080918835,False,Unclear site location. Large sand dunes.; Adams description: See figure 11. Only spoil banks around numerous recent pits rise above 0.2 m. Late Uruk; probable Jemdet Nasr; Early Dynastic I. Also a small Larsa-Old Babylonian occupation on north end of mai,0.484
1967,17598,UC.163,5090990.989688642,3698960.240598981,False,"Unclear site location. Bare earth with sand dunes nearby.; Adams description: See figure 11. Low, except around dense pits on larger mounds. Mainly Late Uruk, with Jemdet Nasr limited to west end, extreme northeast, and rare sherds elsewhere.",0.484
1968,17599,UC.164,5092085.348644683,3700877.574583681,True,Mound with signs of looting and encroachment of sand dunes from the SE. ; Adams description: Tell Jid. The ancient settlement is 300 diam. X 4. Probable traces of a Late Uruk occupation occur on west slope. An Early Dynastic I and probable Jemdet Nasr oc,2.766
1969,17630,UC.464,5120070.776462865,3661466.8675519493,True,"Traces of vehicle traffic and some canals in the vicinity, but not through the actual site; Adams description: 180 (3000) X 100 X 0.8. Neo-Babylonian-Achaemenian.",1.587
1970,17601,UC.165,5080493.731002277,3698219.6323564816,False,"Unclear site location. Bare earth. ; Adams description: 200 diam. x 0.2. Sparse debris, with other, smaller clusters extending north for 500 m. Cassite-Achaemenian.",1.938
1971,17602,UC.166,5092480.031905392,3728071.072363091,True,Mound covered in looting pits; Adams description: 200 diam. x 1.6. Late Uruk. Probable Jemdet Nasr. Early Dynastic I.,1.391
1972,17603,UC.167,5092558.724157057,3727747.6974122883,True,; Adams description: 170 diam. x 2.2. Lies 180 m south of site 166. Late Uruk sherds here may have been transported secondarily from 166. Mainly Neo-Babylonian-Achaemenian.,0.516
1973,17606,UC.170,5106355.58515673,3728721.2964150375,True,"Canal possibly cutting southern slope of the site; signs of erosion; Adams description: Tell Khayta. 190 NW X 140 x 11. Northwest end rises steeply to maximum height, then falls away in a series of badly eroded ridges giving site the appearance of a gian",1.805
1974,17607,UC.181,5092683.436894462,3715341.363558199,True,"; Adams description: 240 diam. X 1.2, Late Uruk-Jemdet Nasr.",1.503
1975,17608,UC.182,5094655.254375231,3715687.322588125,True,; Adams description: 80 E X 40 X 0.7. Primarily Sassanian. Possible Early Islamic occupation also.,0.641
1976,17609,UC.171,5109634.4923650175,3729828.0551943537,False,"Unlocated; agricultural area; Adams description: 240 NW x 150 x 3. Many clay sickles suggest an Uruk or Jemdet Nasr occupation in the vicinity, but site is Parthian-Sassanian.",2.073
1977,17610,UC.172,5110981.538958445,3728032.877652398,True,Surface of the mound is looted; Adams description: 180 diam. X 3. Akkadian-Ur III.,1.628
1978,17611,UC.173,5094439.167047108,3722744.4083774807,True,; Adams description: 160 diam. x 0.4. Late Uruk-Jemdet Nasr.,0.208
1979,17613,UC.175,5096729.350766033,3721809.0460608513,True,"Point in in the middle of agricultural land; Adams description: Northeast mound very slightly elevated. Very limited Early Dynastic I, mainly late Early Dynastic-Akkadian, continuing into Larsa period only at south end. Main mound primarily Ur III-Larsa,",0.509
1980,17614,UC.176,5095359.814754641,3721243.3683772753,False,"Modern fields throughout the area; unclear if they have encroached upon the site.; Adams description: 470 NW x 50 or less x 2.2, a curiously narrow ribbon of settlement. Ur III-Old Babylonian.",2.741
1981,17615,UC.177,5095278.058948849,3720650.5925407605,True,"Looting visible across mound; very close modern fields.; Adams description: 230 NE x 200, rising to 1.2 m ht. only near northeast end. Surface collection illustrated in chapter 8. Jemdet Nasr-Early Dynastic I.",2.715
1982,17616,UC.178,5095816.338626403,3720195.2302222345,True,"Concentration of looting visible; modern fields very close to site.; Adams description: 120 N X 60 x 0.6. Surface collection illustrated in chapter 8. Ubaid II, Early Uruk. Late Uruk limited, Jemdet Nasr confined to north end of site.",0.497
1983,17617,UC.179,5095771.3697722135,3719263.1292764805,True,"Some looting visible on northern mound; what seems like a mud flat over most of the site.; Adams description: See figure 11. 2.3 m ht. at north end. Jemdet Nasr possible but uncertain, major occupation Early Dynastic I, small Sassanian reoccupation conce",7.178
1984,17893,UC.462,5115726.857166897,3662874.9994864245,True,"Some looting on the summit; Adams description: 190 E X 150 X 0.9. Jemdet Nasr, limited Early Dynastic I, limited Ur III-Larsa.",1.636
1985,17618,UC.183,5095584.920799166,3715366.4761397615,True,"Modern roads encroaching on the site.; Adams description: Tell Hammam. Area of continuous debris is about 870 E X 600, bounded on the east by the massive ruined tower by which the site may be identified from a great distance. Most of the area is low, alt",7.726
1986,17619,UC.184,5099004.816293109,3715046.456740281,True,; Adams description: 200 diam. x 0.6. Sassanian.,0.575
1987,17620,UC.185,5098230.908385574,3714644.520642805,True,Modern canal very close (and potentially encroaching) on the northeastern side of the mound.; Adams description: 210 diam. X 0.6. Profiles of copper vessel fragments illustrated in chapter 8. Late Uruk.,0.677
1988,17621,UC.186,5098087.158617852,3714268.7318081325,True,"; Adams description: 110 diam. X 0.3. Early Dynastic I, possible Jemdet Nasr.",0.219
1989,17622,UC.188,5100541.175230661,3715872.768656192,True,"Adams mentions duning in his description, and site is no longer visible in the imagery.; Adams description: Qalca Rodhan. Extends for 180 m east along north bank of Shatt al-Kar X 80, but is closely surrounded and partly covered by dunes. Wind erosion ha",0.695
1990,17623,UC.189,5093440.751037238,3712906.43144783,False,"Unlocated; Adams description: 170 NW X 80 X 1. Possible Jemdet Nasr, definite Early Dynastic I. Mainly Neo-Babylonian-Parthian.",0.774
1991,17624,UC.190,5094626.955974656,3713315.945796474,True,"Modern road delimiting the site on the north.; Adams description: Part of Abu Bott. 500 (0200) X 300 X 6.2. Late Uruk, possible Jemdet Nasr, probable Early Dynastic. Akkadian-Larsa, reduced Old Babylonian occupation.",11.483
1992,17625,UC.243,5066940.883153535,3692034.6445063218,True,"Heavy looting across entirety of site, Site cut by canal W of point; Adams description: Part of Medain. 700 E x 450 X 3.8. Parthian",14.97
1993,17626,UC.191,5097358.063473398,3712273.9345673993,False,Unclear site location. Point in cultivated field.; Adams description: 250 NW X 160 X 0.2. Surface collection illustrated in chapter 8. Late Uruk.,2.316
1994,17627,UC.192,5097785.652513531,3712657.430096168,False,Unclear site location. Point in cultivated field.; Adams description: 250 NW X 200 X 0.2. Sassanian.,2.884
1995,17628,UC.193,5098676.502904693,3711508.603094927,False,"Probable site but extent is unclear, large canal sits E if the point. ; Adams description: 200 (330°) X 150 X 0.1. Surface collection illustrated
 in chapter 8. Late Uruk.",1.455
1996,17629,UC.199,5094896.585215756,3710215.8752772682,False,Unclear site location. Bare earth. ; Adams description: 220 diam. X 2. Jemdet Nasr.,2.339
1997,18097,LBB.192,4990474.703831199,3975037.254514705,True,"Adams description: (1937) Bdeir. 200 X 250 X ht. not recorded. Ur III/Larsa-Cassite. Flint blades (2:g, h)",5.048
1998,17631,UC.194,5103383.292383623,3712503.825132054,False,Unclear site location. Bare earth. ; Adams description: 210 NE X 180 X 2.5. Sassanian-Early Islam,2.173
1999,17632,UC.195,5103785.195297165,3713415.530253749,False,Unclear site location. Bare earth and shrubs. ; Adams description: 110 diam. X 0.6. Sassanian-Early Islamic.,0.583
2000,17633,UC.196,5106035.816140905,3715597.0174986804,True,"Large irregularly shaped mound, possible looting pits.; Adams description: Tell Farawa. Main mound irregularly outlined (see map) but about 1,000 NW X 700, rising steeply to 6 m at northwest end and then falling away gradually. Much kiln debris. 300 m no",10.626
2001,17636,UC.200,5095236.662792699,3709753.003118913,False,"Probable mound, but quite shallow and extent unclear. Bare earth amid cultivation.; Adams description: 350 NW x 280 X 3. A few Ur III-Larsa sherds may or may not represent a significant occupation. Bulk of surface is Sassanian-Early Islamic.",6.211
2002,17637,UC.201,5093431.631773594,3710372.7059098226,True,"Extensive looting on top of mound.; Adams description: 500 (0200) X 220 X 3. Early-Late Uruk. Jemdet Nasr sherds are widespread but infrequent, and must represent a small or brief terminal occupation.",9.589
2003,17638,UC.202,5094908.788929612,3708498.2820310164,True,"Site is badly looted and other (undescribed) mounds are, too; Adams description: 170 (0200) x 140 x 2.1. Sassanian.",1.658
2004,17639,UC.203,5093396.347731135,3707778.9778018217,False,Unclear site location. Bare earth. ; Adams description: 80 diam. X 1.9. Late Uruk.,0.309
2005,17640,UC.223,5097422.604232796,3698433.6116159633,False,"Site location unclear, Agricultural area, Modern canal N of point; Adams description: 100 diam. X 0.8. Sassanian.",0.484
2006,17641,UC.209,5106731.363411182,3707325.7131421743,False,"Unclear site location. Cultivated field near canal.; Adams description: 120 diam. x 0.8. Late Uruk, mainly Parthian.",0.696
2007,17642,UC.381,5109104.371561954,3689840.895582537,True,"Pastoralist camp to the east of the mound; Adams description: Tulul Gayyarat. Central mound 165 E X 130 X 2.2. A second lies 500 m away at 068°, 200 E X 100 x 2.1. A third lies 100 m away from former at 160°, 180 N X 160 X 2.2. Parthian-Sassanian.",0.78
2008,17643,UC.204,5094159.186038503,3708177.031804898,False,"Unclear site location. Bare earth. ; Adams description: Part of Abu Bott. 490 NE x 290 x 4.8. Most of tell's surface is obscured by drifting sand, with recent robbers' pits in exposed areas. Late Early Dynastic-Larsa.",8.648
2009,17644,UC.205,5099297.803116211,3706727.1476154607,False,"Unclear site location. Bare earth. ; Adams description: Qala Derman al-Muminin. See figure 28. Settlement around qala 300 NW x 160 x 0.7. Low surrounding dunes partly cover site, bed of Shatt al-Kar immediately west. Recent",2.931
2010,17645,UC.206,5103578.005069412,3710086.2544035795,False,"Probable site, but extent unclear. Bare earth and shrubs.; Adams description: 250 NW x 180 X 2. Mainly Parthian. Also Early Dynastic I, possible Jemdet Nasr.",4.004
2011,17646,UC.207,5105602.296551781,3709523.8766366513,False,"Unclear site location. Bare earth. ; Adams description: Small qalca, see figure 28. Surrounding Recent settlement is 150 NW x 80 X 1.3.",0.7
2012,17647,UC.208,5107566.059748551,3709748.2051940197,True,"Large site with resivoir and canal to its left that may be encroaching on it. ; Adams description: Abu Ruwaysh. Main tell 700 NW x 300 x 1.2. 400 m north, connected by a sterile ridge that may be an ancient levee or river bank, is a smaller contemporary",11.672
2013,18757,LBB.861,4887512.077009482,4045087.185667316,True,"Visible architecture and significant looting Adams description: Tell al-Siwwan. Site is 120 diam X 4, but this elevation may partly be accounted for by a natural rise beneath it. Surface has been at least 50 per cent pitted, but only in small round pits",1.898
2014,17648,UC.210,5104539.73136069,3706356.0166986487,False,"Unclear site location. Cultivated field.; Adams description: Qal'a Umm al-Hicham. See figure 28. On east bank of old, dry watercourse bed, low mound 160 diam. on opposite bank at this point. Recent.",1.238
2015,17649,UC.211,5104889.253600714,3705414.6081071678,False,"Unclear site location. Cultivated field.; Adams description: Also known as Qal'a Umm al-Hicham. See figure 28. On west bank of same old watercourse as site 210, accompanies mound 160 N X 120 X 0.4. Recent.",1.278
2016,17650,UC.212,5106348.817928703,3706147.383109306,True,Mound with agricultural cultivation encroaching on west edge. ; Adams description: 260 diam. X 2. Jemdet Nasr-Early Dynastic I.,2.966
2017,17652,UC.232,5107154.530170921,3702941.5919919,True,"Probable site, Modern canals E and W of point; Adams description: Part of Umm al-'Ajjaj. 320 (3300) X 230 x 1.7. A southward continuation of 231, interrupted by a
 slight, narrow depression with sparse sherds. Jemdet Nasr-Early Dynastic I.",7.001
2018,17653,UC.214,5113070.265517319,3708021.125630866,False,Unclear site location. Point near modern canal.; Adams description: 350 NW x 200 x 1.5. Sassanian-Early Islamic,3.865
2019,17654,UC.215,5094542.982923913,3706210.7346281246,False,Unclear site location. Bare earth. ; Adams description: 50 NW x 15 X 0.2. Early Uruk.,0.043
2020,17655,UC.216,5094343.70116287,3704192.3829628825,False,Unclear site location. Bare earth. ; Adams description: 60 diam. x 0.1. Achaemenian-Parthian.,0.174
2021,17656,UC.217,5093748.132098653,3702871.4591717157,False,"Unclear site location. Bare earth. ; Adams description: Four adjoining Sassanian-Early Islamic sites northeast of Tell Jid (site 164): 180 diam. x 0.3, 140
 (325°) X 70 x 1.1, 120 diam. x 0.2, and 220 E X 180 x 0.7. See map for location.",1.568
2022,17662,UC.326,5079839.896209961,3677342.415785764,True,No visible damage; Adams description: 80 diam. X 1. Parthian.,1.078
2023,17663,UC.225,5098148.094897044,3698781.7192193107,True,"Modern canals N and S of point; Adams description: Two adjoining tells separated by an old canal line from northwest. To the northeast, 260 NW X 150 X 0.8. To the southwest, 360 NW x 180 X 0.6. A third contemporary tell lies 200 m southeast of the latter",14.765
2024,17657,UC.218,5093484.310712312,3701626.9802308152,False,"Site location unclear, Dunes moving across area; Adams description: 280 (030°) X 230 x 1. Surface collection illustrated in chapter 8. Ubaid IV-Late Uruk",3.159
2025,17658,UC.219,5094133.751054927,3698843.809477449,True,"Dunes moving across site, Looting pits present on mound; Adams description: 140 NW x 100 x 0.6. Predominantly Late Uruk, reduced Jemdet Nasr occupation",0.836
2026,17659,UC.220,5094757.978319934,3698636.7836734317,False,"Site location unclear, Dunes moving across area; Adams description: 160 diam. x 1.6, Jemdet Nasr. Immediately adjoining to southeast is another tell, 100 diam. x 0.6, Parthian.",1.24
2027,17660,UC.221,5095230.40559452,3699166.775981049,False,"Site location unclear, Dunes moving across area; Adams description: 60 NE x 40, hummocks rising up to 0.3 m. A still smaller outlying area of debris 30 m northeast, with sparse debris at plain level suggesting that both originally formed a single settlem",0.132
2028,17661,UC.222,5096529.434138933,3699984.6240044977,False,"Site lcoation unclear, Agricultural area, Dunes W of point; Adams description: 180 N X 140 x 0.5, but only south half of site is perceptible as a mound above plain level. Much glass, some glass slag. Sassanian, Recent.",1.312
2029,18098,LBB.222,4955632.299013637,3958433.9763828344,True,"Possibly a few looting pits Adams description: Tulul Khattab, 140 X 7, Akkadian-Neo-Babylonian",1.119
2030,17664,UC.233,5107080.896187573,3699964.430568076,True,"Dirt roads cross site; Adams description: 500 (3300) X 240 x 2.1. 150 m southwest is another, 160 (3300) X 100 X 0.6. See figure 11. Jemdet Nasr-Early Dynastic I.",8.028
2031,17665,UC.226,5100304.558123141,3699574.098002328,False,"Site location unclear, Modern canal W of point; Adams description: 180 (3400) X 130 x 0.4, with a small, ruined qala immediately to the southeast. Recent.",1.513
2032,17666,UC.227,5103619.160581562,3703167.345869862,False,"Site location unclear, Likely underneath agricultural area; Adams description: Qala Umm al-Hammad. See figure 28. Surrounding Recent settlement 300 E x 130 x 0.6",1.889
2033,17667,UC.228,5103586.12068722,3700046.799413105,False,"Site location unclear, Modern dirt roads cross area; Adams description: 120 NW x 40 x 0.6. Surrounding dunes also cover much of mound. Neo-Babylonian-Achaemenian.",0.277
2034,17668,UC.229,5105684.603433493,3701884.553500568,True,"Probable site, Agricultural area, Modern canal W of point; Adams description: Qal'a Maltis (al-Hafaz). Main mound 350 (070°) x 220 X 2, with well-preserved small watchtower on its west end. 100 m southwest is a contemporary mound, 200 NE x 160 x 2.2. Cla",5.117
2035,17670,UC.231,5107005.856399376,3703500.4593297387,True,"Probable site, Modern canals E and W of point; Adams description: Part of Umm al-Ajjdj. 600 (3300) x 400 X 1.7. Jemdet Nasr uncertain, Early Dynastic I.",11.522
2036,17671,UC.234,5107108.711903397,3698342.3307790365,False,"Site location unclear, Modern canal E of point; Adams description: 220 diam. x 0.6. Jemdet Nasr. Early Dynastic I limited to south end of mound.",2.346
2037,17672,UC.235,5109588.124809613,3705116.7745718206,True,"Canals appear to cut E and N extent of mound; Adams description: 220 N X 180 x 2. Larsa-Cassite, Parthian.",2.206
2038,17673,UC.236,5110355.504292605,3700214.315820406,True,"Probable site, Modern canal N of point; Adams description: 220 diam. X 0.2. Surface collection illustrated in chapter 8. Mainly late Uruk. A limited Recent reoccupation.",2.344
2039,17674,UC.237,5113774.8386305515,3700836.118237285,False,"Site location unclear, modern canals N and S of point; Adams description: 130 NW x 70 x 2. Late Uruk. A reduced Recent reoccupation.",0.448
2040,17675,UC.238,5073047.960101138,3697533.893914461,True,"Possible looting pits on W extent of mound, Modern paved road S of site; Adams description: 220 diam. X 2.4. Sassanian-Early Islamic, Recent. 250 m away at 340° is a mound 120 (340°) X 80 X 1.2. A third mound is 300 m away at 160°, 150 diam. x 2. Both of",2.439
2041,17693,UC.254,5082247.887473683,3692934.030806622,False,Site location unclear; Adams description: 80 diam. X 0.2. Larsa-Cassite.,0.31
2042,17676,UC.239,5073437.604704326,3696744.830868434,False,"Site location unclear; Adams description: Imam Mahdi, also known as Abn Jamara. The small, crude imam stands on a cone of debris 10 m diam. x2. It is constructed of secondarily reused brick laid up without mortar, and roofed with reed matting. Hummocks o",0.005
2043,17677,UC.240,5075190.048437992,3695560.2801896185,False,"Site location unclear; Adams description: 140 NE x 80 x 1.5. 100 m northeast lies a smaller contemporary tell, about 80 m diam. Parthian.",0.563
2044,17678,UC.241,5076562.813330197,3695880.132285193,False,"Site location unclear; Adams description: Low hummocks, sparse debris within an area 120 m diam. Sassanian, Recent.",0.697
2045,17679,UC.257,5085295.545892186,3692799.457446697,False,"Site location unclear; Adams description: 250 NE X 120 X 0.1. Adjoining soil discoloration indicating a wide, old canal bed. Achaemenian-
 Parthian.",1.537
2046,17680,UC.425,5113879.923102142,3678269.8063493143,False,Unlocated; bare earth/dunes; Adams description: 40 diam. x 0.5. Ur Ill-Old Babylonian.,0.078
2047,17704,UC.265,5071313.717557488,3688359.2754859054,False,"Site location unclear, Out-of-use canal W of point; Adams description: Part of Medain. An extremely large, sprawling, irregular settlement, forming a discontinuous ribbon -presumably along a former river or canal-almost 5 km long. See map for principal d",0.485
2048,17681,UC.242,5074624.872339503,3694409.265044699,True,"Probable site, Dunes E of point; Adams description: Part of Suheri. Probably this important site has escaped earlier notice because it is very low, exceeding 1-1.5 m only in rare hummocks of late debris. Moreover, high dunes cover part of the site and ob",0.484
2049,17682,UC.244,5068642.726551525,3692218.144998441,False,"Site location unclear, Modern canal W of point; Adams description: Larger mound rises 2 m, smaller one 2.4 m. Primarily Achaemenian-Parthian, with a few early sherds thought to have been introduced from site 245, and with some Cassite and rare Recent pot",0.484
2050,17683,UC.245,5068422.483903166,3690810.6973015033,True,"Possible evidence of looting on main mound; Adams description: See figure 11. The outer dashed line encloses a slightly elevated area with sparse debris. If this defines the limits of early settlement, it was an impressively large one. North mound 2 m ht",11.841
2051,17684,UC.246,5070342.952006875,3691519.171408731,False,"Site location unclear, Out-of-use canals E and W of point; Adams description: Part of Medain. Irregularly bounded, approx. 400 m diam. Low, but with many hummocks rising to 0.7 m and one to 1.2 m. Many baked bricks with wedgeshaped Seleucid impressions.",7.771
2052,17705,UC.266,5072980.577942444,3683202.3405637085,True,"Potential looting on mound, Site cut by modern canals and fields; Adams description: Abu Halifa. 70 diam. X 2. Tell now stands deep in seasonal swamp or haur, and is accordingly very salty. Parthian.",0.526
2053,17955,LBB.059,4984231.859704549,4007588.806509885,True,"Road may be cutting into the S side of the mound as well Adams description: Small tell bisected by railroad track. Originally about 80 X 2, now higher due to spoil from cut. Some debris occurs as outcrops 20-50 diam along old canal bank running SE. Assum",0.621
2054,17685,UC.247,5071028.443354253,3691283.919132404,False,"Site location unclear; Adams description: Part of Medain. Almost totally engulfed by dunes, rendering limits and ht. obscure. At least 400 m diam. One Ubaid II rim sherd, one clay celt and one clay sickle point to a probable early occupation nearby. Lars",7.772
2055,17686,UC.248,5071519.861163267,3692339.523548931,False,"Site location unclear, Several dirt roads cross area; Adams description: Single elongated mound at west end of illustrated group. Ht. 2.9 m. Larsa-Neo-Babylonian, with Recent pottery along canal levees immediately west.",0.484
2056,17687,UC.249,5072405.49638193,3692418.7314652237,False,"Site location unclear, Out-of-use canal W of point; Adams description: Remainder of illustrated group. Two mounds in north 2.2 m ht., southeast mound 2 m, west mound 0.8. Parthian.",0.485
2057,17688,UC.250,5075186.849955371,3692731.9575622543,False,"Site location unclear; Adams description: Main mound 140 NW X 110 X 1.8. Much glass, including slag fragments. Sassanian. 50 m south is a second tell, 80 diam. x 1.6, exclusively Parthian. A third tell, also Parthian, is of approximately the same size an",0.897
2058,17694,UC.255,5084826.925254357,3695752.6166249434,False,"Site location unclear, Obscured by dunes; Adams description: 180 E x 130 X 2.2. Larsa-Old Babylonian probable but unconfirmed. Mainly Cassite-Neo-Babylonian.",0.883
2059,18758,LBB.862,4892980.181883517,4043519.9291038113,True,Modern development Adams description: 80 diam X 4. Sassanian-Early Islamic,0.113
2060,17689,UC.251,5077098.544908625,3692568.7002026546,False,"Site location unclear, Former cultivated field; Adams description: 450 E X 300 x 0.5, but with debris thinning out toward edges so that limits of site are hard to define. Site is bisected by a meandering, fairly narrow canal bed. Parthian.",6.563
2061,17690,UC.252,5079044.173624952,3693564.532882653,False,"Site location unclear, Out-of-use canal W of point; Adams description: At least 150 m diam., but the scatter of sherds continues without sharp limits. No perceptible elevation. Parthian.",1.091
2062,17691,UC.268,5077420.321869296,3688881.472745917,False,"Site location unclear; Adams description: Two mounds, both about 50 diam. X 0.2, 400 m apart on a 3500 line. Parthian.",0.121
2063,17692,UC.253,5081629.923990117,3692277.004283494,True,"Probable site, Obscured by dunes; Adams description: About 1,000 X 250 X 4, obscured by dunes. Cassite-Parthian.",12.15
2064,17894,UC.463,5120429.859504059,3662101.7587062735,True,"Possible looting at nearby (but offsite area); Adams description: Tell Libbe. 190 diam. x 0.8. Saline, dark-colored, poor collecting conditions. Probable dating late Early Dynastic-Larsa.",2.223
2065,17695,UC.256,5084230.06526305,3692692.4910096806,False,Site location unclear; Adams description: 190 NW x 100 X 0.3. Numerous robbers' pits. Surface collection illustrated in chapter 8. Jemdet Nasr-Early Dynastic I.,1.095
2066,17696,UC.285,5081016.103935716,3685124.71290894,False,"Site location unclear; Adams description: 90 diam. X 0.3. Badly pitted, obscured by low, drifted sand. Late Uruk-Jemdet Nasr.",0.393
