,id,entry_id,cx,cy
1340,15443,UR.102,5113235.385060595,3608708.2432018826
1341,15444,UR.103,5111929.124535334,3609580.3651200975
1342,15445,UR.104,5111537.575550723,3610632.4863478504
1343,15446,UR.105,5111196.694124284,3610390.7756452505
1344,15447,UR.106,5110405.149520961,3610600.059788809
1345,15448,UR.107,5118984.897668758,3606084.918954663
1346,15449,UR.108,5121612.105407772,3607453.2729174057
1347,15450,UR.109,5138797.397488798,3622316.11193718
1348,15451,UR.110,5140802.643929363,3618580.804014094
1349,15452,UR.111,5140576.524655608,3617769.4224080495
1350,15453,UR.112,5141756.9729259815,3619357.4049429167
1351,15454,UR.113,5121195.410508115,3634063.053962507
1352,15455,UR.114,5114235.563947936,3628615.775456967
1353,15456,UR.115,5111123.933296961,3633518.5121899894
1354,15457,UR.116,5111290.445196455,3632941.6851838776
1355,15458,UR.117,5109166.33290023,3634074.3417240363
1356,15459,UR.118,5106401.997706593,3633143.607526619
1357,15460,UR.119,5105576.554625372,3634848.787108044
1358,15461,UR.120,5103752.204342901,3630725.8004345014
1359,15462,UR.121,5103125.890022259,3633534.2918042084
1360,15464,UR.287,5103387.415930509,3638355.8461109414
1361,15465,UR.122,5103421.849595088,3637821.236904345
1362,15466,UR.126,5131052.747904656,3627272.3743823627
1363,15467,UR.127,5138717.213478408,3614843.713374856
1364,15468,UR.128,5139598.289998592,3612998.5028836187
1365,15469,UR.129,5140164.47145171,3613598.0897034304
1366,15470,UR.130,5139002.308623156,3612424.39079077
1367,15471,UR.131,5140139.454587768,3612140.907058067
1368,15472,UR.132,5138348.544563592,3611210.188106791
1369,15473,UR.133,5137060.751605484,3610977.2264428316
1370,15474,UR.134,5137575.31216006,3611737.380992273
1371,15475,UR.318,5137933.198386032,3612234.343578459
1372,15496,UR.159,5098980.079847009,3623601.163172681
1373,15476,UR.135,5137963.394982149,3612411.6916527455
1374,15477,UR.136,5124980.5716534555,3607234.647654957
1375,15478,UR.137,5125806.836248721,3607275.72607778
1376,15479,UR.138,5125850.200769646,3608215.799713235
1377,15480,UR.139,5129522.041337184,3608216.5901424047
1378,15481,UR.140,5153389.666056997,3608862.1504022926
1379,15482,UR.141,5115373.6840088405,3634353.4377320013
1380,15483,UR.142,5116769.85794665,3634271.883496848
1381,15484,UR.143,5106232.6609176975,3628908.491247898
1382,15486,UR.144,5101962.103444188,3629234.8375288188
1383,15487,UR.145,5102053.407234365,3628238.989449342
1384,15488,UR.146,5099607.7919247905,3626565.650288713
1385,15489,UR.147,5100035.436808835,3624922.56491207
1386,15490,UR.148,5099777.6035928,3622418.801727036
1387,15491,UR.149,5107434.451432435,3644363.7216264172
1388,15492,UR.321,5107565.917756624,3625343.7381211394
1389,15493,UR.156,5107441.794228613,3625612.923694502
1390,15494,UR.157,5101740.091373545,3624027.0693667973
1391,15495,UR.158,5099193.322476929,3622881.234511511
1392,15508,UR.254,5159549.5512267,3606017.595362711
1393,15497,UR.171,5157188.919472636,3605158.778099824
1394,15498,UR.160,5098795.329274553,3625725.926729859
1395,15499,UR.161,5093702.274394037,3626006.671359031
1396,15500,UR.162,5096969.383690425,3624219.873861326
1397,15501,UR.163,5097678.662377161,3624194.578560258
1398,15502,UR.164,5102117.856685652,3621931.8219596804
1399,15503,UR.165,5102480.165013712,3620274.930503592
1400,15504,UR.166,5103648.4356321925,3618403.043209097
1401,15505,UR.167,5104844.542241198,3617792.0112615726
1402,15506,UR.169,5154529.877929775,3607492.87383314
1403,15507,UR.170,5159208.285856198,3605852.8378988784
1404,15509,UR.253,5158958.085955377,3605651.345633186
1405,15511,UR.172,5161392.810461503,3603436.6736732903
1406,15512,UR.173,5161722.246148471,3603893.444774915
1407,15513,UR.174,5157510.681095829,3606860.1393662114
1408,15514,UR.175,5141788.279507529,3633401.1714926586
1409,15515,UR.176,5141418.46218601,3633104.1148547255
1410,15516,UR.180,5137395.957808296,3628654.0266475664
1411,15517,UR.182,5142714.775693088,3618074.6305625937
1412,15518,UR.212,5142958.306560288,3618132.5058928896
1413,15519,UR.183,5143340.2976941895,3617904.906299303
1414,15520,UR.184,5145242.28603879,3617292.306949897
1415,15521,UR.185,5146891.51674403,3615426.8897742415
1416,15522,UR.186,5147058.454222864,3614233.148502007
1417,15523,UR.187,5149978.526810005,3614176.6916790637
1418,15524,UR.188,5151352.431231685,3611505.246950429
1419,15525,UR.189,5154179.687903801,3609603.3496465115
1420,15532,UR.197,5150148.310176684,3611674.60065236
1421,15535,UR.201,5094137.862746187,3643386.576656069
1422,15545,UR.213,5142669.106266538,3612594.2636212194
1423,15601,UR.276,5093657.086237936,3643046.4719562856
1424,15604,UR.283,5094902.249757486,3640158.467604372
1425,15605,UR.284,5094215.063245279,3638890.567335381
1426,15606,UR.285,5094045.557998057,3640559.059606304
1427,15629,UR.312,5112528.351936837,3644315.1513111433
1428,15630,UR.313,5112391.467373612,3644285.532559446
1429,15633,UR.317,5124020.602803444,3629867.9082386754
1430,15644,UR.331,5138217.092778565,3627606.1329756607
1431,15666,UR.353,5118480.425430848,3642323.8376190173
1432,15830,HAM.038,5178279.687986155,3597930.6469346504
1433,15673,UR.360,5118315.435322847,3645493.7479011803
1434,15674,UR.361,5101763.054484889,3643327.31664206
1435,15675,UR.362,5152774.964670096,3611712.281857803
1436,15676,UR.363,5137610.961509272,3630858.141639257
1437,15677,UR.364,5116624.1244761115,3644952.997077535
1438,15678,UR.365,5117891.41532056,3642069.423743293
1439,15679,UR.366,5118228.757801906,3641993.226181632
1440,15709,UR.394,5118440.381867234,3641294.6454418674
1441,15680,UR.367,5118156.296202132,3642487.556489433
1442,15681,UR.368,5118367.589774521,3642741.1477364902
1443,15682,UR.369,5128194.326391251,3636720.15643979
1444,15683,UR.370,5128666.473176239,3635292.319417499
1445,15684,UR.371,5137942.283798398,3630555.9195178677
1446,15685,UR.372,5127937.640894966,3634459.982064038
1447,15686,UR.373,5126877.400375121,3635341.0514944955
1448,15687,UR.374,5128448.781242596,3634726.3813727926
1449,15688,UR.375,5128573.284278238,3634795.0024124687
1450,15689,UR.376,5126214.417749602,3634530.531151921
1451,15690,UR.377,5120437.101454644,3634432.2003555926
1452,15691,UR.378,5108859.689063097,3643567.2028094027
1453,15692,UR.379,5118906.0731377555,3636116.9554776545
1454,15693,UR.380,5106654.518131616,3647746.7143263263
1455,15694,UR.381,5103340.466789679,3644734.519050328
1456,15695,UR.382,5102668.364512433,3644034.2979114894
1457,15696,UR.383,5118315.095151618,3642848.9590107356
1458,15698,UR.384,5118329.912225026,3642639.1080167578
1459,15699,UR.385,5118173.986575364,3642758.9228802323
1460,15700,UR.386,5117344.601787864,3642524.2109335684
1461,15701,UR.387,5117829.943892721,3642544.94799085
1462,15702,UR.388,5118626.7524277,3642980.4329317845
1463,15703,UR.389,5118352.308390567,3643173.4410147797
1464,15704,UR.390,5117670.187849839,3643227.4137751465
1465,15705,UR.391,5117605.33629305,3643303.1780749722
1466,15706,UR.392,5118041.006599125,3644770.964155844
1467,15708,UR.393,5118481.407317366,3643973.556997202
1468,15710,UR.395,5120377.68927775,3642619.8568130676
1469,15711,UR.396,5122000.716771101,3642264.154670193
1470,15712,UR.397,5119925.629686516,3638291.668148268
1471,15713,UR.398,5125982.89388927,3638908.480331461
1472,15714,UR.399,5125846.478152316,3638116.5699392697
1473,15715,UR.400,5128873.47546439,3637109.5749098496
1474,15742,UR.430,5115169.100998109,3639695.7032964923
1475,15759,UR.447,5098238.931297445,3647375.358874535
1476,15762,UR.450,5097701.163777303,3649058.8083474687
1477,15773,UR.461,5131908.89668245,3621964.4401491927
1478,15782,UR.470,5100425.386819629,3642603.8700874983
1479,15786,UR.474,5151050.08631843,3609466.6431205785
1480,15787,UR.475,5141250.847026171,3612726.6617664876
1481,15788,UR.476,5150232.929997567,3618302.611957185
1482,15789,UR.477,5133451.483963124,3626545.365066124
1483,15790,UR.478,5120198.989023472,3643495.682459838
1485,15798,HAM.007,5162243.649450965,3617770.305816965
1486,15805,HAM.014,5213143.9610805055,3586136.5636387602
1487,15806,HAM.015,5177184.110222118,3599624.399179523
1488,15829,HAM.037,5178197.216818171,3608832.3169596316
1489,15816,HAM.025,5179637.2894195365,3608013.2767713894
1490,15821,HAM.030,5177052.194213047,3608615.4168104865
1491,15825,HAM.033,5178310.289092335,3597196.9927083408
1492,15826,HAM.034,5176785.975500871,3608814.7195269135
1493,15842,HAM.050,5226650.313972299,3600222.7781428606
1494,15843,HAM.051,5239056.699291213,3600164.563745066
1495,15844,HAM.052,5241822.888486077,3601773.667587269
1497,15851,HAM.058,5182895.501880266,3618450.2898707814
1498,15853,HAM.060,5184990.508563736,3607574.0926069394
1500,15855,HAM.062,5172349.104970895,3608995.9107236792
1501,15858,HAM.065,5168227.76681953,3616622.6701530344
1502,15860,HAM.066,5165795.460557165,3617536.872558607
1503,15868,HAM.074,5164087.953667279,3618339.804224442
1504,15869,HAM.075,5162963.944465836,3617140.6967058154
1505,15871,HAM.077,5163937.416417572,3615902.962396096
1506,15873,HAM.079,5173259.470602042,3602809.96824263
1507,15875,HAM.083,5173731.009899887,3598577.141840622
1508,15877,HAM.085,5169589.75906313,3621800.8604622614
1509,15882,HAM.090,5173532.948719346,3599125.5324006057
1510,15883,HAM.091,5172088.340887355,3598515.7135205483
1511,15890,HAM.098,5173875.7795614535,3602789.9245237075
1512,15892,HAM.100,5172793.512124635,3603398.198349773
1513,15893,HAM.101,5172040.574025887,3602657.069352758
1514,15895,HAM.103,5171601.293784523,3606485.566447288
1515,15899,HAM.107,5170782.475187124,3606558.6591804186
1516,15900,HAM.108,5172999.954919106,3608520.047702152
1517,15902,HAM.110,5172389.056407111,3612900.457519561
1518,15904,HAM.112,5259835.172603932,3581770.0477578784
1520,15928,HAM.135,5169475.394830358,3612834.3436816717
1521,15930,HAM.137,5171404.4934098115,3613170.9320018603
1522,15933,HAM.140,5160455.214427083,3621495.810784898
1523,15952,HAM.160,5305690.701930322,3599402.168109808
1525,15962,HAM.170,5307720.296042518,3585645.1552591776
1526,15965,HAM.173,5307730.665453515,3585459.6634907546
1527,15967,HAM.177,5294730.979137041,3553737.0350072444
1528,15968,HAM.178,5296547.398152773,3552274.140215102
1529,15978,HAM.189,5285428.542940921,3558000.2969603622
1530,15982,HAM.209,5289846.654038049,3571584.2133220346
1531,15983,HAM.193,5290387.461923466,3563987.4441836546
1532,15985,HAM.195,5281002.967567378,3583914.2854175493
1533,15986,HAM.196,5279200.001577047,3585086.8133334853
1534,15990,HAM.200,5288752.363434733,3559869.9761491604
1535,15991,HAM.201,5300880.338201756,3575518.018111975
1536,15992,HAM.202,5283318.168880794,3576432.7958633825
1537,15993,HAM.203,5287777.128932793,3588073.9970808816
1538,15994,HAM.204,5285308.33043742,3589413.3259738507
1539,15995,HAM.205,5295494.207937647,3572304.2965577827
1540,15997,HAM.207,5303317.843400907,3563285.9936912046
1541,15998,HAM.208,5290600.737220837,3569814.094183095
1542,16000,HAM.211,5276131.536821814,3573475.583315397
1543,16001,HAM.212,5290584.523008598,3589276.209956726
1544,16002,HAM.213,5305692.808369844,3558546.1696045552
1545,16003,HAM.214,5291538.267320674,3568803.28064804
1546,16005,HAM.216,5307444.348115553,3585925.373608133
1547,16009,HAM.220,5305114.528267469,3560418.4629211696
1548,16010,HAM.221,5312284.015641407,3555032.665832222
1549,16015,HAM.226,5286883.014777856,3557428.4452262414
1550,16026,HAM.236,5288295.707256904,3555871.510327111
1551,16032,HAM.242,5279776.096053954,3585843.1586556924
1552,16034,HAM.244,5314595.383329478,3553226.7984752366
1553,16037,HAM.248,5304020.688807723,3561519.5035847165
1556,16041,HAM.252,5175333.754767718,3608567.7837098446
1557,16042,HAM.253,5165936.3776648035,3615299.4687105976
1558,16043,HAM.254,5171763.121821562,3604157.563485631
1559,16044,HAM.255,5170453.233791543,3603868.7778862277
1560,16045,HAM.256,5293837.5954079395,3555997.676090019
1561,16058,HAD.0016,4677097.597806872,4084122.5971598835
1562,16059,HAD.0017,4673122.350890401,4091715.7613018206
1563,16060,HAD.0018,4704739.934731067,4064857.0979939424
1565,16062,HAD.0020,4684240.542469883,4075923.7812706153
1566,16063,HAD.0021,4703658.689092,4068509.891171313
1567,16064,HAD.0022,4676661.340932296,4081312.186168465
1568,16065,HAD.0023,4676038.389254436,4082075.359691814
1569,16066,HAD.0024,4701959.342512472,4069680.9960046434
1570,16067,HAD.0025,4701022.7863807855,4072316.51539899
1571,16068,HAD.0026,4680534.48679224,4079923.511242416
1572,16069,HAD.0027,4709087.763640762,4064033.848451305
1573,16070,HAD.0028,4679513.773990424,4079262.2862835736
1574,16071,HAD.0029,4689768.037255736,4074364.3027914483
1575,16072,HAD.0030,4694470.31240508,4067986.111363092
1576,16073,HAD.0031,4698336.0107072275,4070614.564711582
1577,16074,HAD.0032,4683836.525738245,4076368.1572753806
1578,16075,HAD.0033,4689157.586947551,4069587.5768477987
1579,16076,HAD.0034,4717282.991414043,4067705.129930648
1580,16077,HAD.0035,4707487.337416108,4075800.3538164985
1581,16083,HAD.0003,4677334.108721991,4083331.1141119497
1582,16084,HAD.0004,4689114.655515034,4072243.6396817416
1584,16086,KUT.002,5086928.9388246285,3815586.580513906
1585,16087,KUT.003,5086967.672953878,3814309.5545485844
1587,16091,KUT.007,5089156.577956142,3808640.209636756
1588,16095,KUT.011,5089815.050788765,3807301.8935565874
1589,16096,KUT.012,5089651.033266453,3807289.8594587925
1590,16097,KUT.013,5089222.959554042,3807132.009326307
1591,16098,KUT.014,5091054.891189728,3806863.621923466
1592,16099,KUT.015,5091463.014200998,3806861.6302694483
1593,16105,KUT.021,5078191.016900773,3819010.562976222
1595,16193,KUT.136,5079538.241084694,3814330.0684511065
1596,16237,KUT.192,5075765.604764083,3820565.1672518975
1597,16240,KUT.195,5084668.756788589,3794727.6787725887
1598,16243,KUT.199,5085589.3877770305,3807512.2144511873
1599,16244,KUT.165,5086615.838098791,3808752.393884309
1600,16245,KUT.164,5086686.860441004,3809774.3841205346
1601,16246,KUT.159,5085960.132498562,3810608.094416259
1602,16247,KUT.158,5088856.515122892,3810405.8684288417
1603,16248,KUT.157,5091665.748460601,3811033.9504245548
1604,16249,KUT.156,5094760.987114832,3811662.8760998747
1605,16250,KUT.155,5094261.277171028,3811544.384508472
1606,16251,KUT.153,5094420.591924818,3811286.857926699
1607,16252,KUT.151,5093836.669678473,3810105.855076233
1608,16253,KUT.149,5093908.94706382,3809902.61674883
1609,16254,KUT.148,5093790.680514954,3809527.4390578712
1610,16255,KUT.147,5090698.575169079,3813718.4726785524
1611,16256,KUT.121,5090087.4225496035,3815026.117990345
1613,16259,KUT.117,5091490.994764156,3816834.825450793
1614,16260,KUT.114,5090679.422569432,3814684.470843505
1615,16275,KUT.087,5080538.606585491,3810149.7830046
1616,16282,KUT.027,5079190.450077389,3816809.181850048
1617,16283,KUT.075,5085361.239021009,3805738.2497068145
1618,16603,EC3.002,5436937.321772197,3752931.1448835344
1619,16606,EC3.005,5439601.538722626,3725501.244261772
1620,16607,EC3.006,5444994.16414025,3729339.9300216134
1621,16608,EC3.007,5441255.204400265,3740125.669741272
1622,16609,EC3.008,5444683.75811573,3744111.751550354
1623,16610,EC3.009,5441330.445665414,3746525.005424936
1624,16611,EC3.010,5437165.362994996,3761547.624938728
1625,16612,EC3.011,5442432.9455315415,3722641.1556883375
1626,16613,EC3.012,5437309.349241789,3764969.86353863
1627,16614,EC3.013,5434391.666284047,3757773.1211278443
1628,16615,EC3.014,5434439.625628939,3757465.5748724374
1629,16616,EC3.015,5437850.171395253,3751686.64343562
1630,16617,EC3.016,5454048.841522437,3745424.2666989914
1631,16618,EC3.017,5435137.678795142,3752977.934084525
1632,16619,EC3.018,5444308.725320651,3744867.2977382853
1633,16620,EC7.006,5453641.395182785,3751712.4870200795
1634,16621,EC3.019,5440520.661014047,3724805.4275974124
1635,16622,EC3.020,5437777.352542783,3724443.413969181
1636,16623,EC3.021,5442678.246991469,3721207.58719723
1637,16624,EC3.022,5437571.125696488,3731718.2917963695
1638,16625,EC3.023,5444626.667314337,3743213.5199179254
1639,16626,EC3.024,5444469.554828424,3745338.625164548
1640,16627,EC3.025,5443955.351137709,3745868.5536830993
1641,16628,EC3.026,5452184.15998232,3744693.8883013115
1642,16629,EC3.027,5437173.336677316,3764573.0670300154
1643,16631,EC3.029,5436615.744694107,3753612.395320487
1644,16632,EC3.030,5449389.414971355,3747344.7809923226
1645,16633,EC3.031,5452604.0439125765,3746637.456230662
1646,16634,EC3.032,5445945.730124623,3742184.1829272485
1647,16635,EC7.001,5476667.0488795405,3706054.209185023
1648,16636,EC7.002,5436825.219143364,3764109.218110294
1649,16638,EC7.004,5473178.098837036,3719401.85439418
1650,16639,EC7.005,5448842.231820269,3757717.9710112745
1651,16640,EC7.007,5459294.886573444,3741658.435481246
1652,16641,EC7.008,5462066.930965778,3738211.6018569167
1653,16643,EC7.010,5480835.214007687,3710365.59355026
1654,16644,EC7.011,5476569.303604895,3706460.8133109077
1655,16645,EC7.012,5480899.331823688,3705256.3762395256
1656,16646,EC7.013,5486830.718411904,3702424.352181779
1657,16647,EC7.014,5438802.215162788,3762044.147208987
1658,16649,EC7.016,5466105.087421145,3722532.616684921
1659,16650,EC7.017,5488532.58859571,3697398.1710308394
1660,16651,EC7.018,5481690.726208188,3699534.928358718
1661,16652,EC7.019,5467976.781614172,3715704.637695864
1662,16654,EC7.021,5441523.008454296,3731609.0250190077
1663,16655,EC7.022,5441966.324797129,3732944.3328999267
1664,16658,EC7.025,5444165.278771624,3741930.1749918405
1665,16659,EC7.026,5444967.977052992,3743355.452207608
1666,16660,EC7.027,5444427.171029162,3746182.9043027693
1667,16661,EC7.028,5451951.605101711,3750653.5594928265
1668,16662,EC7.029,5448002.424438948,3755296.749476985
1669,16663,EC7.030,5449719.678174524,3758897.260864588
1670,16664,EC7.031,5453871.501195406,3744413.617916076
1671,16666,EC7.033,5442167.452563997,3748873.7138413573
1672,16667,EC7.034,5442255.582997201,3750577.0417123875
1674,16669,EC7.036,5437348.76368123,3760978.4883223213
1675,16670,EC7.037,5469492.820969741,3719998.947232154
1676,16671,EC7.038,5442325.032883289,3718436.6254560933
1677,16672,EC7.039,5443106.542330794,3721207.8263553213
1678,16673,EC7.040,5437871.765684176,3723749.9109555753
1679,16674,EC7.041,5437954.025431798,3725911.014247692
1680,16675,EC7.042,5438601.649335415,3731803.4521168116
1682,16679,EC7.046,5443794.82843796,3735280.952629567
1683,16682,EC7.049,5451826.288115648,3747170.448422761
1684,16683,EC7.050,5453682.145955147,3747011.3061190723
1685,16684,EC7.051,5457699.1169497315,3751943.9754326134
1686,16685,EC7.052,5441983.433132471,3752499.581897253
1687,16686,EC7.053,5440449.978217209,3740869.43674759
1688,16687,EC7.054,5439336.866551274,3753115.0879447386
1689,16688,EC7.055,5438325.705936268,3753292.379322065
1690,16690,EC7.057,5437480.872464324,3753945.9001775607
1691,16691,EC7.058,5436722.568872651,3755182.181680389
1692,16692,EC7.059,5435769.923034,3755141.9796120324
1693,16693,EC7.060,5436923.711906641,3757422.8649198515
1694,16694,EC7.061,5434862.217477883,3757500.0556161315
1695,16695,EC7.062,5433983.521149636,3759733.5702993893
1696,16696,EC7.063,5436335.990637026,3760931.106526855
1697,16697,EC7.064,5439444.3329393845,3758505.3666112134
1699,16699,EC7.066,5438013.80810117,3765133.023001602
1700,16701,EC7.068,5476557.933302507,3698769.4885867476
1701,16702,EC7.069,5478522.832545347,3703415.289650695
1702,16703,EC7.070,5478293.589130668,3703975.8369098604
1703,16704,EC7.071,5478281.621586334,3704189.4451087853
1704,16705,EC7.072,5477749.987550541,3705142.785925524
1705,16706,EC7.073,5478340.149462897,3705663.5914804973
1706,16707,EC7.074,5479294.66121403,3704052.563068601
1707,16708,EC7.075,5484197.240825138,3706155.7369415876
1708,16709,EC7.076,5484809.095176315,3708065.6116264057
1709,16710,EC7.077,5481179.263964229,3705742.500043216
1710,16711,EC7.078,5475208.92747078,3705194.7060984415
1711,16712,EC7.079,5474491.427266267,3705022.799449724
1712,16713,EC7.080,5477194.914807526,3706335.1436981084
1713,16714,EC7.081,5476178.733320776,3706071.668072788
1714,16715,EC7.082,5473693.628610615,3706748.330786779
1715,16716,EC7.083,5474695.617506788,3704549.2304839646
1716,16717,EC7.084,5474446.771036477,3706822.8027198985
1717,16718,EC7.085,5473316.394150785,3704734.1547345147
1718,16719,EC7.086,5476827.452178132,3712022.598682109
1719,16720,EC7.087,5475564.220903556,3711819.54884438
1720,16721,EC7.088,5472075.622171824,3708357.0459078257
1721,16722,EC7.089,5474427.285777578,3714065.0283983857
1722,16723,EC7.090,5467055.551447229,3714077.8711025426
1723,16724,EC7.091,5469527.896676823,3717082.4924721024
1724,16725,EC7.092,5480463.663795812,3704533.666384036
1725,16726,EC7.093,5472074.819590685,3718880.6957094595
1726,16727,EC7.094,5471466.216774461,3720647.475677538
1727,16728,EC7.095,5472710.297107009,3722030.5312406495
1728,16729,EC7.096,5470675.643143561,3721467.8459142027
1729,16730,EC7.097,5471157.201985451,3722373.500810068
1730,16731,EC7.098,5466811.685090528,3725449.7239967254
1731,16732,EC7.099,5465812.531429235,3726140.2660161783
1732,16733,EC7.100,5444946.025388156,3718060.450768307
1733,16734,EC7.101,5443658.572290585,3718547.488422392
1734,16735,EC7.102,5444920.976540184,3719318.3668279015
1735,16736,EC7.103,5442884.882093856,3719766.4266390516
1736,16737,EC7.104,5443680.538160787,3721565.852938971
1737,16738,EC7.105,5441883.614225667,3722933.9140481222
1738,16739,EC7.106,5442580.838763905,3723507.212362255
1739,16740,EC7.107,5474881.622401794,3713288.603566638
1741,16742,EC7.109,5455898.750472291,3737039.048933207
1742,16743,EC7.110,5453584.353547161,3740574.205608779
1743,16744,EC7.111,5442493.202645726,3744765.22070584
1744,16745,EC7.112,5459503.92468661,3750142.5668365126
1745,16746,EC7.113,5447980.192848921,3750314.2520570476
1746,16747,EC7.114,5449459.457375621,3756513.5527861477
1747,16748,EC7.115,5443327.868123645,3755933.7860343666
1748,16749,EC7.116,5438237.5136806425,3753771.9886384076
1749,16750,EC7.117,5438844.489109031,3760826.5788211077
1750,16751,EC7.118,5439810.6899575675,3757352.667761283
1751,16753,EC7.120,5438518.869561764,3761311.050621391
1752,16754,EC7.121,5438145.3135200115,3762765.770531344
1753,16755,EC7.122,5437386.1793982675,3763686.788875775
1754,16756,EC7.123,5441733.209002348,3753113.793238404
1755,16757,EC7.124,5442142.923815535,3753955.6204735595
1756,16758,EC7.125,5437222.741108875,3760426.943982435
1757,16759,EC7.126,5442170.828549861,3756371.6739003416
1758,16760,EC7.127,5444664.5382037135,3743515.074339188
1759,16761,EC7.128,5474817.469038676,3720355.0980119123
1760,16762,EC7.129,5442170.733827642,3720834.050207487
1761,16763,EC7.130,5441987.214866504,3721477.3093800526
1762,16764,EC7.131,5442664.442587465,3721549.626861214
1763,16765,EC7.132,5442000.196863671,3723248.652185879
1764,16766,EC7.133,5441514.814595493,3723185.9279516554
1765,16767,EC7.134,5452463.1833600085,3746120.915130143
1766,16768,EC7.135,5452217.738608019,3749031.2257198757
1767,16769,EC7.136,5442751.964689854,3756304.989030061
1768,16770,EC7.137,5442244.553607986,3755849.2830460216
1769,16771,EC7.138,5441548.172576571,3756664.6377285514
1770,16773,EC7.140,5475631.25583438,3699537.396916562
1771,16774,EC7.141,5468325.593309231,3713491.5362679577
1772,16786,ASS.001,5502828.868439042,3684871.0258268234
1773,16787,ASS.002,5503908.12600945,3681118.5338934306
1774,16788,ASS.003,5503088.735644617,3678827.246349289
1775,16789,ASS.004,5506888.789672483,3678265.190948813
1776,16790,ASS.005,5509827.828122269,3679580.2448953013
1777,16791,ASS.006,5510489.233994864,3679730.3839180046
1778,16792,ASS.007,5503948.828938412,3675850.8870822573
1779,16793,ASS.008,5497731.568600401,3673321.9731281046
1780,16794,ASS.009,5500253.289920726,3671819.2241966175
1781,16795,ASS.010,5501204.905234649,3672381.833056076
1782,16796,ASS.011,5504744.780626318,3671219.6362811555
1783,16797,ASS.012,5507104.921073783,3672413.0178277646
1784,16798,ASS.013,5509274.74065573,3673867.2237013765
1785,16799,ASS.014,5504325.059332832,3671366.570215465
1786,16800,ASS.015,5511580.94765465,3674701.925039792
1787,16801,ASS.016,5511224.487775963,3674437.78847823
1788,16802,ASS.017,5515194.637260967,3675446.8863218916
1789,16803,ASS.018,5516896.683979746,3673007.331166171
1790,16804,ASS.019,5518124.064968755,3672357.378768014
1791,16805,ASS.020,5520011.094068155,3672906.5516200187
1792,16806,ASS.021,5520783.110522516,3670605.6048958674
1793,16807,ASS.022,5520661.666456693,3669616.3431569114
1794,16808,ASS.023,5520142.259288352,3671896.3939502314
1795,16809,ASS.024,5519897.775680428,3672309.429629353
1796,16810,ASS.025,5517940.662990525,3673018.981044612
1797,16811,ASS.026,5517758.1290307995,3674233.5438634898
1798,16812,ASS.027,5517803.571050478,3670170.0473929313
1799,16813,ASS.028,5513814.898499568,3673384.5580511796
1800,16814,ASS.029,5501804.158461484,3669820.42955584
1801,16815,ASS.030,5502103.814700282,3669560.234239602
1802,16816,ASS.031,5500803.69864711,3670983.6853727866
1803,16817,ASS.032,5503706.274631542,3670137.3395991675
1804,16818,ASS.033,5503849.279269142,3667844.0581073146
1805,16819,ASS.034,5503667.034372664,3667234.3939309292
1806,16820,ASS.053,5526899.924960073,3669485.8901841748
1807,16822,ASS.036,5502320.50837999,3667859.063883368
1808,16823,ASS.037,5500430.450095532,3671322.1879946343
1809,16824,ASS.038,5507450.548865599,3668131.4376138304
1810,16825,ASS.039,5508235.223271292,3666754.5067194435
1811,16826,ASS.040,5508628.629294248,3666933.270484539
1812,16827,ASS.041,5503143.842837244,3664152.150577061
1813,16828,ASS.042,5502729.230963954,3664195.7852307092
1814,16829,ASS.043,5508069.080305783,3663637.346172498
1815,16830,ASS.044,5517886.143068226,3654663.285733609
1816,16831,ASS.045,5521055.537953556,3666751.750485719
1817,16832,ASS.046,5522367.960709823,3669133.4542229567
1818,16833,ASS.047,5521883.820467359,3667974.850104155
1819,16834,ASS.048,5522280.283755874,3668015.997307382
1820,16835,ASS.049,5523158.8430629,3667762.3500249586
1821,16836,ASS.050,5526399.541841136,3671367.1684030793
1822,16837,ASS.051,5526304.317464004,3670931.89058296
1823,16838,ASS.052,5524512.220340163,3671062.384505138
1824,16839,ASS.054,5526255.937003454,3666731.172508379
1825,16840,ASS.055,5528993.511105048,3667089.374005326
1826,16841,ASS.056,5530500.90405357,3666346.5826581568
1827,16842,ASS.057,5519493.095507744,3664686.779184529
1828,16843,ASS.058,5520281.372422902,3664088.935752249
1829,16844,ASS.059,5527739.5552812945,3665165.7193743098
1830,16845,ASS.060,5528351.948149407,3665065.6934227226
1831,16846,ASS.061,5529144.765304745,3665145.550621209
1832,16847,ASS.062,5528159.332811297,3664047.7208944946
1833,16848,ASS.063,5526675.00773145,3664266.8722171355
1834,16849,ASS.064,5525576.515685226,3662481.2108785477
1835,16850,ASS.065,5526370.591406003,3664329.1402860237
1836,16851,ASS.066,5525080.577070208,3661129.4514814857
1837,16852,ASS.067,5526399.548706688,3661201.152954818
1838,16853,ASS.068,5531034.56505441,3661090.927525314
1839,16854,ASS.069,5532769.833031834,3660268.887588583
1840,16855,ASS.070,5531719.061163364,3660946.8226681347
1841,16856,ASS.071,5534985.134286537,3662329.278036839
1842,16857,ASS.072,5535162.603722116,3662462.0800149217
1843,16858,ASS.073,5526172.592459101,3659397.3272909075
1844,16859,ASS.074,5521887.229603724,3657879.3703757073
1845,16860,ASS.075,5528468.042057946,3654357.751407922
1846,16861,ASS.076,5524893.743561912,3654655.2123709484
1847,16862,ASS.077,5518378.517301028,3657374.539478618
1848,16863,ASS.078,5518573.468201722,3653029.211611058
